OBJECTID,Shape,id_compraventa,ano,coordenada_x,coordenada_y,nombre_compraventa,comuna_correg,barrio,direccion,tipo_compraventa,clasificacion_compraventa,tiempo_actividad_meses,dest_res_peligrosos,componentes_capacitado,entidades_capacitadoras,capacitado_ot_programas,cual_ot_programa,calidad_materiales,lunes,martes,miercoles,jueves,viernes,sabado,domingo,recoleccion_domicilio,compraventa_movil,compra_vende_almacena,beneficio,transf_materiaprima,transf_productermi,carro,motocarro,camioneta,camion,personal_contratado,personas_contratadas,f_diligenciamiento,Country
169,"(4711709.191700001, 2246579.7479999997)",2271,2012,4711709.192,2246579.748,Chatarrer�a La 20,Comuna 16 Bel�n,La Gloria,CL 20   83   29,Formal,Compra y Venta de material,48,NR.,Todos los anteriores,Secretar�a de Medio Ambiente y Secretar�a de salud de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Si,1,11/2/2012 10:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"(4715747.500600002, 2249906.466400001)",2396,2012,4715747.501,2249906.466,Excedentes Los Coste�os,Comuna 10 La Candelaria,Estaci�n Villa,CR 54   54   86,Formal,Compra y Venta de material,3,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/7/2012 23:17,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"(4715624.295000001, 2249808.4201999996)",2397,2012,4715624.295,2249808.42,Recicladora Renova,Comuna 10 La Candelaria,Estaci�n Villa,CL 53   54   154,Formal,Compra y Venta de material,2,No los maneja.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/7/2012 23:31,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"(4716079.463, 2250103.636600001)",2398,2012,4716079.463,2250103.637,Centro de Acopio Municipal N� 2 (Arreciclar),Comuna 10 La Candelaria,Jesus Nazareno,CL 58   51 D  26,Informal,Compra y Venta de material,24,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,No,No,0,11/7/2012 23:47,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"(4714897.0457000015, 2255582.177100001)",2399,2012,4714897.046,2255582.177,Chatarrer�a La Torre,Comuna 6 Doce de Octubre,Doce de Octubre No.1,CR 81   104 E  34,Formal,Compra y Venta de material,24,Est� prohibido.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Malos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/9/2012 13:43,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"(4714369.031700001, 2254996.1533000004)",2400,2012,4714369.032,2254996.153,Hern�n Dar�o Ram�rez,Comuna 6 Doce de Octubre,Picacho,CR 84   101 A  24,Formal,"Compra, Venta y Beneficio",36,No los maneja y no reciben ese tipo de materiales.,Todos los anteriores,"Sura, Cooperativa Recuperar.",No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Si,12,11/9/2012 13:19,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"(4714178.011300001, 2246995.579)",2683,2012,4714178.011,2246995.579,Chatarrer�a Franco,Comuna 15 Guayabal,Trinidad,CL 28   65 A  44,Formal,Compra y Venta de material,240,Los deposita en la caneca de la basura.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,Si,Si,No,0,11/9/2012 13:51,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"(4715415.814300001, 2246963.6532000024)",2687,2012,4715415.814,2246963.653,Interactuar-Recuperar,Comuna 14 El Poblado,Barrio Colombia,CR 45   27   47,Informal,Compra y Venta de material,18,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,Si,Si,No,0,11/2/2012 20:02,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,"(4714063.306500001, 2244492.162799999)",2688,2012,4714063.307,2244492.163,Excedentes Alex,Comuna 15 Guayabal,Cristo Rey,CL 2  Sur 51 A  12,Formal,Compra y Venta de material,276,No los recolecta.,Ambiental,"Secretar�a de Medio Ambiente de Medell�n, Empresas Varias de Medell�n.",No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/9/2012 13:26,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"(4713701.950400001, 2244663.4907000028)",2689,2012,4713701.95,2244663.491,Jose R R,Comuna 15 Guayabal,Cristo Rey,CR 56   1  Sur 42,Formal,Compra y Venta de material,48,No los compran.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,38:24.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"(4714070.9462, 2244490.045900002)",2694,2012,4714070.946,2244490.046,Chatarrer�a EMR,Comuna 15 Guayabal,Cristo Rey,CL 2  Sur 51 A  6,Formal,Compra y Venta de material,120,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,3,11/9/2012 14:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"(4714149.6653, 2246545.6334000025)",2695,2012,4714149.665,2246545.633,Chatarrer�a Rodr�guez,Comuna 15 Guayabal,Trinidad,CR 65 B  23   24,Formal,Compra y Venta de material,1,No los compra.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/9/2012 13:20,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"(4714013.017700001, 2246613.7063000016)",2696,2012,4714013.018,2246613.706,Mar�n Plas S.A.S,Comuna 15 Guayabal,Trinidad,CR 65 D  24   33,Informal,Compra y Venta de material,84,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,1,11/9/2012 13:39,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"(4713601.567000001, 2243782.6273999996)",2697,2012,4713601.567,2243782.627,Excedentes R.J,Comuna 15 Guayabal,La Colina,CR 52   9 B Sur 23,Formal,Compra y Venta de material,36,NR.,Empresarial,Municipio de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/9/2012 13:56,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"(4713821.4165, 2246604.777200002)",2705,2012,4713821.417,2246604.777,Chatarrer�a El Camacho,Comuna 15 Guayabal,Trinidad,CL 25   65 F  20,Formal,Compra y Venta de material,72,No los recolecta.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/9/2012 14:22,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"(4713822.6037, 2246532.152300002)",2706,2012,4713822.604,2246532.152,Jairo Restrepo,Comuna 15 Guayabal,Trinidad,CR 65 G  24   67,Formal,Compra y Venta de material,120,No los compra.,Organizacional,Alcald�a de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,Si,Si,Si,3,11/9/2012 14:25,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"(4713898.772100001, 2246412.5638999995)",2707,2012,4713898.772,2246412.564,Recicladora H y F,Comuna 15 Guayabal,Trinidad,CR 65 G  23   31,Formal,Compra y Venta de material,72,No  los maneja.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/12/2012 21:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"(4715331.9515, 2246843.3636000026)",2708,2012,4715331.952,2246843.364,Chatarrer�a Todo Negocio,Comuna 14 El Poblado,Barrio Colombia,CR 45   25   91,Formal,Compra y Venta de material,456,No los maneja.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/12/2012 21:45,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"(4714268.903900001, 2246990.197300002)",2709,2012,4714268.904,2246990.197,Todo Envases MR,Comuna 15 Guayabal,Trinidad,CR 65   28   27,Formal,Compra y Venta de material,36,No los maneja.,Organizacional,Cuerpo de Bomberos del Municipio de Medell�n.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,26:25.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"(4715414.695000001, 2256018.850800002)",2718,2012,4715414.695,2256018.851,Rosa Castrill�n,Comuna 6 Doce de Octubre,Santander,CR 76 D  114   21,Formal,Compra y Venta de material,84,No los manipulan.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/13/2012 14:28,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"(4715435.5691, 2256009.6182000022)",2719,2012,4715435.569,2256009.618,La Paz,Comuna 6 Doce de Octubre,Santander,CR 76 D  114   10,Informal,Compra y Venta de material,9,No los manipula.,Ambiental,Universidad de Antioquia.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,Si,No,No,No,No,0,34:47.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"(4715256.5447, 2248214.8696000017)",2720,2012,4715256.545,2248214.87,Excedentes Industriales La 39,Comuna 10 La Candelaria,Calle Nueva,CR 53   38   44,Informal,Compra y Venta de material,12,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,No,No,0,11/13/2012 14:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"(4714379.4180000005, 2255073.7862)",2721,2012,4714379.418,2255073.786,Carlos Mario Higuita,Comuna 6 Doce de Octubre,Picacho,CR 84   101 C  38,Formal,Compra y Venta de material,120,No los manipula.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,No,Si,No,No,No,Si,3,11/13/2012 14:52,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"(4716013.7168000005, 2255388.2064999994)",2723,2012,4716013.717,2255388.207,Fernado Maya Arg�ellez,Comuna 5 Castilla,Tejelo,CR 68 A  106 B  22,Formal,Compra y Venta de material,3,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,2,11/13/2012 14:50,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"(4715696.488600002, 2253836.3723000027)",2724,2012,4715696.489,2253836.372,Almac�n de Materiales de Segunda El Porvenir,Comuna 5 Castilla,Castilla,CR 66   96   30,Informal,Compra y Venta de material,48,No los recolecta.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,No,0,11/13/2012 15:07,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"(4715422.592100001, 2255124.150100004)",2725,2012,4715422.592,2255124.15,Ana Luc�a Ochoa Rave,Comuna 6 Doce de Octubre,Pedregal,CL 104 A  74 A  18,Formal,Compra y Venta de material,168,Nunca llegan.,Todos los anteriores,Sena y la Alcald�a de Medell�n.,Si,"En el �rea social ,administrativo y de planeaci�n.",Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,Si,No,No,No,No,No,No,Si,16,11/13/2012 16:26,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"(4715956.443900002, 2254443.5412999988)",2726,2012,4715956.444,2254443.541,Recicladora M.B,Comuna 5 Castilla,Girardot,CR 66   101 A  32,Formal,Compra y Venta de material,168,No los compran.,Organizacional,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,Si,Si,No,0,11/13/2012 16:37,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"(4715366.2774, 2246785.0481000002)",2728,2012,4715366.277,2246785.048,Acodal,Comuna 14 El Poblado,Barrio Colombia,CL 26   44   27,Informal,Compra y Venta de material,84,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,Si,1,11/13/2012 17:00,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"(4714175.826400001, 2245425.0934000015)",2729,2012,4714175.826,2245425.093,Excedentes La Milagrosa,Comuna 15 Guayabal,Campo Amor,CR 56   9   26,Formal,Compra y Venta de material,6,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/13/2012 17:10,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"(4714820.9998, 2255690.429600004)",2730,2012,4714821,2255690.43,Chatarrer�a Ram�n Antonio Garc�a,Comuna 6 Doce de Octubre,Doce de Octubre No.1,CR 81 A  106   18,Informal,Compra y Venta de material,48,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,Si,No,No,No,No,Si,No,No,No,Si,6,11/13/2012 21:24,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"(4714930.1242, 2255733.0176)",2731,2012,4714930.124,2255733.018,Chatarrer�a Wilfredo Pulgar�n,Comuna 6 Doce de Octubre,Doce de Octubre No.1,CR 81   107   19,Formal,Compra y Venta de material,84,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,No,Si,3,11/13/2012 21:55,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"(4714878.390100001, 2253185.0896000005)",2732,2012,4714878.39,2253185.09,Chatarrer�a Gildardo Montoya,Comuna 5 Castilla,Alfonso Lopez,CR 71 C  89 B  84,Informal,Compra y Venta de material,240,No los manipulan.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,Si,No,No,No,Si,6,11/13/2012 23:09,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"(4715370.4822, 2253918.7093)",2733,2012,4715370.482,2253918.709,Julio Eduardo Cano,Comuna 5 Castilla,Castilla,CL 96   70   4,Formal,Compra y Venta de material,72,No los manipula.,Todos los anteriores,Municipio de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 13:18,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"(4715319.6198, 2253724.8746000025)",2735,2012,4715319.62,2253724.875,Pl�sticos El Porvenir,Comuna 5 Castilla,Castilla,CR 70   94   92,Informal,Compra y Venta de material,36,No los manipulan.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,Si,Si,Si,No,0,11/16/2012 13:32,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"(4713769.5462, 2253431.8655000012)",3026,2012,4713769.546,2253431.866,La Finquita,Comuna 7 Robledo,El Diamante,CL 80   87 A  57,Formal,Compra y Venta de material,384,No los compra.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Malos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 13:38,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"(4713222.6472000005, 2253919.603500003)",3027,2012,4713222.647,2253919.604,El Guaje,Comuna 7 Robledo,Aures No.2,CR 94   79 A  95,Formal,Compra y Venta de material,32,No los compra.,Ambiental,"Corpoambiental, Cooperativa Recuperar,Secretar�a de Medio Ambiente de Medell�n.",No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,No,Si,Si,No,No,Si,10,50:14.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"(4712929.5708, 2253698.5658)",3028,2012,4712929.571,2253698.566,Chatarrer�a del Acopio,Comuna 7 Robledo,Aures No.1,CR 95   77 F  59,Formal,Compra y Venta de material,24,No los compra.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,No,0,11/16/2012 13:57,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"(4717064.876899999, 2248194.6149000023)",3029,2012,4717064.877,2248194.615,Chatarrer�a El Amigo,Comuna 9 Buenos Aires,Buenos Aires,CL 45   34   86,Formal,Compra y Venta de material,84,NR.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,Si,2,11/16/2012 15:43,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"(4717125.381000001, 2248078.794400001)",3030,2012,4717125.381,2248078.794,Cornambiente,Comuna 9 Buenos Aires,Gerona,CR 33 A  44   21,Informal,Compra y Venta de material,6,NR.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,No,0,11/16/2012 15:53,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"(4717827.292600001, 2247741.260800002)",3031,2012,4717827.293,2247741.261,Luis Angel Piedrah�ta,Comuna 9 Buenos Aires,Miraflores,CR 24   45   28,Informal,Compra y Venta de material,24,NR.,Ninguna,NR.,No,NR.,Buenos,No,No,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,2,11/16/2012 16:04,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"(4718953.7988, 2247606.5357000045)",3036,2012,4718953.799,2247606.536,El Descanso,Comuna 9 Buenos Aires,Alejandro Echavarria,CL 51   16   4,Informal,Compra y Venta de material,36,No los manipulan.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 16:02,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"(4718953.7988, 2247606.5357000045)",3037,2012,4718953.799,2247606.536,Rubio Hern�ndez,Comuna 9 Buenos Aires,Alejandro Echavarria,CL 51   15   6,Informal,Compra y Venta de material,24,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,No,No,0,11/16/2012 16:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"(4713031.999, 2252497.1183)",3038,2012,4713031.999,2252497.118,Chatarrer�a El T�o,Comuna 7 Robledo,Palenque,CL 68 A  86   58,Formal,Compra y Venta de material,24,No los recolecta.,Todos los anteriores,Almacenes Exito.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,Si,Si,Si,2,11/16/2012 15:59,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"(4711394.909500001, 2252754.6516000032)",3039,2012,4711394.91,2252754.652,Hector Ocampo,Comuna 7 Robledo,Cucaracho,CR 98   63   165,Formal,"Compra, Venta y Beneficio",60,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,Si,Si,No,0,11/16/2012 17:43,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"(4710113.9087000005, 2252330.873900002)",3041,2012,4710113.909,2252330.874,Chatarrer�a Mario,Comuna 7 Robledo,Santa Margarita,CL 63   110   171,Informal,Compra y Venta de material,9,No los compra ni los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 18:08,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"(4713863.000300002, 2251121.0787000023)",3047,2012,4713863,2251121.079,Excedentes Wilson Giraldo,Comuna 7 Robledo,San Germ�n,CL 65   74   105,Formal,Compra y Venta de material,14,No los compra.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,Si,1,11/16/2012 18:19,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"(4713885.8132, 2251020.0310999993)",3048,2012,4713885.813,2251020.031,Excedentes Escobar,Comuna 7 Robledo,San Germ�n,CL 65   70   85,Formal,Compra y Venta de material,36,No los compran.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,28:29.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"(4713029.9674, 2253296.444700001)",3049,2012,4713029.967,2253296.445,Chatarrer�a Alirio,Comuna 7 Robledo,Aures No.1,CL 77 C  91 B  111,Informal,Compra y Venta de material,24,No los recolecta.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 18:38,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"(4713297.7924, 2253564.8093)",3050,2012,4713297.792,2253564.809,La Vuelta de Paco,Comuna 7 Robledo,Aures No.1,CR 91 B  78 A  65,Formal,Compra y Venta de material,48,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,8,53:24.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"(4713297.5914, 2253988.376000002)",3051,2012,4713297.591,2253988.376,Excedentes Aranarmo,Comuna 7 Robledo,Aures No.2,CR 93 A  82   54,Formal,"Compra, Venta y Beneficio",108,No los recolecta.,Ambiental,Secretar�a de Medio Ambiente de Medell�n.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,Si,No,Si,Si,No,No,No,No,Si,Si,No,0,11/16/2012 19:17,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"(4713318.8894, 2253981.883199999)",3052,2012,4713318.889,2253981.883,Jorge Henao,Comuna 7 Robledo,Aures No.2,CR 93   83   31,Informal,Compra y Venta de material,36,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 19:02,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"(4713564.634999999, 2252746.006500002)",3053,2012,4713564.635,2252746.007,El Cucho,Comuna 7 Robledo,Bello Horizonte,CR 83   77 AB  17,Formal,Compra y Venta de material,36,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 19:41,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"(4716819.9106, 2248202.3625000045)",3054,2012,4716819.911,2248202.363,Rubio Asociados,Comuna 9 Buenos Aires,Gerona,CR 36 A  42   45,Informal,Compra y Venta de material,36,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 20:01,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"(4713251.588400001, 2243089.5671999995)",3055,2012,4713251.588,2243089.567,El Porvenir,Comuna 15 Guayabal,La Colina,CR 53   13 C Sur 34,Informal,Compra y Venta de material,72,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 20:16,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"(4718859.6794, 2249077.9441)",3056,2012,4718859.679,2249077.944,Chatarrer�a Roque,Comuna 8 Villa Hermosa,Trece de Noviembre,CR 19   56 HC  16,Formal,Compra y Venta de material,120,No los manipula.,Ninguna,NR.,No,NR.,Regulares,Si,Si,Si,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,0,11/16/2012 20:29,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"(4718528.4469, 2248464.926400004)",3057,2012,4718528.447,2248464.926,Chatarrer�a Plazoleta,Comuna 8 Villa Hermosa,El Pinal,CR 23   56   4,Informal,Compra y Venta de material,24,No los manipula.,Ambiental,Comfama.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,Si,No,No,No,Si,1,42:54.0,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"(4718014.205599999, 2249049.1773000006)",3058,2012,4718014.206,2249049.177,El Sarco,Comuna 8 Villa Hermosa,Enciso,CL 57 B  29   7,Formal,Compra y Venta de material,1,No los manipula.,Ninguna,NR.,No,NR.,Buenos,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,Si,Si,Si,3,11/16/2012 22:51,Colombia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
